,Path,Canonical,Transcript,Speaker,L1
565,L2_arctic_WAV/YDCK_arctic_a0378,dh ae t s w ay ih t s b aw n d er iy z aa r ao l g aw jh d ah n d jh ae g d,d ae t s w ay ih t s b aw n d er iy s aa r ao l g aw jh ih d ah n d jh ae g t,YDCK,Korean
566,L2_arctic_WAV/YDCK_arctic_a0379,hh aw ow l d aa r y uw d ae d iy,hh aw ow l d aa y uw d ae d iy,YDCK,Korean
567,L2_arctic_WAV/YDCK_arctic_a0384,dh ah f aa r m er w er k s dh ah s oy l ae n d p r ah d uw s ih z g r ey n,d ah f aa m er w er k s d ah s oy l ae n d p r ah d uw s ih s g r ey n,YDCK,Korean
568,L2_arctic_WAV/YDCK_arctic_a0416,dh iy ae d ih d w ey t hh ae d ah v ah l aa s ah t iy ah v f ih f t iy n m ay l z p er aw er,d iy ae d ih d w ey t hh ae d ah v ah l aa s ah t iy ah v f ih f t iy n m ay l s p er aw er,YDCK,Korean
569,L2_arctic_WAV/YDCK_arctic_a0442,y uw l ih v ao n ah n ih n k ah m w ih ch y uh r f aa dh er er n d,y uw l iy v ao n ah n ih n k ah m w iy ch y uh r f aa dh er er n t,YDCK,Korean
570,L2_arctic_WAV/YDCK_arctic_a0475,hh ih z aw t s t r eh ch t aa r m d r aa p t t uw hh ih z s ay d ae n d hh iy p ao z d,hh iy s aw t s t r eh ch ih t aa r m d r aa p t t uw hh iy s s ay d ae n d hh iy p ao s d,YDCK,Korean
571,L2_arctic_WAV/YDCK_arctic_a0495,hh iy b ao r n ow g r ah jh ih z ae n d hh ae d f y uw eh n ah m iy z,hh iy b ao r n ao g l ah jh ih d s ae n hh ae d n f y uw eh n ah m iy z,YDCK,Korean
572,L2_arctic_WAV/YDCK_arctic_a0542,w ih dh aw t ah d aw t s ah m ah v dh eh m hh ae v d ih n er eh n g ey jh m ah n t s,w ih d aw t ah d aw t s ah m ah v d eh m hh ae v d iy n er eh n g ey jh m ah n t s,YDCK,Korean
573,L2_arctic_WAV/YDCK_arctic_b0019,hh ih z s l ih m hh ae n z g r ih p t dh iy eh jh ih z ah v dh ah t ey b ah l,hh iy s s l iy m hh ae n s g r iy p t d iy ae jh ih s ah v d ah t ey b ah l,YDCK,Korean
574,L2_arctic_WAV/YDCK_arctic_b0022,ih f ay w ah z aw t ah v dh ah g ey m ih t w uh d b iy iy z ah l iy m ey d,ih f ay w ah s aw t ah v d ah g ey m ih t uh d b iy iy s ah l iy m ey d,YDCK,Korean
575,L2_arctic_WAV/YDCK_arctic_b0047,s ah p ow z y uw s ao m iy ae t w er k th r uw dh ah w ih n d ow,s ah p ow s y uw s ao m iy ae t w er k th r uw d ah w ih n d ow,YDCK,Korean
576,L2_arctic_WAV/YDCK_arctic_b0068,ow n l iy dh ah ch ae n s s aw n d hh ae d l eh d ih m t uw ah b z er v dh eh m,ow n l iy d ah ch ae n s s aw n d ah hh ae t l ae d ih m t uw ah b jh er b d eh m,YDCK,Korean
577,L2_arctic_WAV/YDCK_arctic_b0106,f r er ah f uh l m ih n ah t dh ah t uw m eh n s t eh r d ih n t uw iy ch ah dh er z f ey s,f r er ah f uw l m ih n ah t d ah t uw m ae n s t iy r d ih n t uw iy ch ah d er s f ey s,YDCK,Korean
578,L2_arctic_WAV/YDCK_arctic_b0143,ih t t uh k hh ih m hh ae f ae n aw er t uw r iy ch dh iy eh jh ah v ih t,ih t t uh k hh ih m hh ae f ae n aw er t uw r iy ch d iy eh jh ah v ih t,YDCK,Korean
579,L2_arctic_WAV/YDCK_arctic_b0192,aw t s ay d er z aa r ah l aw d f ay v m ih n ah t s p iy ch ih z dh ah s ih k m ae n er jh d,aw t s ay d er s aa r ah l aw t f ay v m ih n ah t s p ih ch ih s d ah s ih k m ae n er jh ih t,YDCK,Korean
580,L2_arctic_WAV/YDCK_arctic_b0197,dh ah p l ae n t er z aa r ao l r eh d iy k ah n s ih d er ih ng dh ah m ae t er,d ah p l ae n t er s aa ao l r eh d iy k ah n s iy d er ih ng d ah m ae t er,YDCK,Korean
581,L2_arctic_WAV/YDCK_arctic_b0201,ay ao l s ow ah n d er s t ae n d dh ae t s ih m ah l er b r ae n ch ao r g ah n ah z ey sh ah n z hh ae v m ey d dh eh r ah p ih r ah n s ih n y uh r ah p,ay ao r s ow ah n d er s t ae n d d ae t s ih m ah l er b r ae n ch ao r g ah n ah jh ey sh ah n s hh ae v m ey d d eh r ah p ih r iy ah n s ih n y uh r ah p,YDCK,Korean
582,L2_arctic_WAV/YDCK_arctic_b0215,ih t ih z ah g uh d p r aa p er t iy ae n d w er th m ao r dh ah n dh ae t,ih t iy s ah g uh d p r aa p er t iy ae n d w er th m ao r d ah n d ae t,YDCK,Korean
583,L2_arctic_WAV/YDCK_arctic_b0225,dh ah p r eh z ih d ah n t ah v dh iy y uw n ay t ih d s t ey t s w ao z hh ih z f r eh n d,d ah p r eh z ih d ah n t ah p d iy y uw n ay t ih d s t ey t s w ao z hh ih s f r eh n,YDCK,Korean
584,L2_arctic_WAV/YDCK_arctic_b0238,dh ah v eh r iy th ao t ah v dh iy eh f er t t uw s w ih m ow v er w ah z n ao z iy ey t ih ng,d ah v eh r iy th ao t ah v d iy ae f er t t uw s w iy m ow v er w ah s n ao s iy t iy ng,YDCK,Korean
585,L2_arctic_WAV/YDCK_arctic_b0266,ae n d n aw p uh t y er s eh l f ih n m ay p l ey s f r er ah m ow m ah n t,ae n d n aw p uh t y er s aa l f ih n m ay p l ey s f r er ah m ow m ah n t,YDCK,Korean
586,L2_arctic_WAV/YDCK_arctic_b0304,hh ih z p r iy v iy ah s w ay v z hh ae d n eh v er l ih v d l ao ng iy n ah f t uw b eh r hh ih m ch ih l d r ah n,hh iy s p r iy b iy ah s w ay v z hh ae d n eh v er l ih v d l ao ng iy n ah p t uw b eh r hh ih m ch ih l d r ah n,YDCK,Korean
587,L2_arctic_WAV/YDCK_arctic_b0315,ae n d dh ih s w ah z dh eh r s ow l k aa n v er s ey sh ah n th r uw aw t dh ah m iy l,ae n d d iy s w ah z d eh r s ow l k aa n v er s ey sh ah n th r uw aw t d ah m iy l,YDCK,Korean
588,L2_arctic_WAV/YDCK_arctic_b0320,dh ah r ih g r eh t ih n hh ih z v oy s w ao z p r ow v aa k ah t ih v ah v ah s eh k ah n b er s t ah v l ae f t er,d ah r ih g r eh t ih n hh iy s v oy s w ao s p r ow v aa k ah t ih v ah b ah s eh k ah n b er s t ah v l ah f t er,YDCK,Korean
589,L2_arctic_WAV/YDCK_arctic_b0342,iy ch ih m p r uw v m ah n t m ey k s dh ah v ae l y uw ah v eh v r iy th ih ng eh l s p ah m p ah p,iy ch ih m p r uw v m ah n t m ey k s d ah v ae l y uw ah p eh v r iy th ih ng eh l s p ah m p ah p,YDCK,Korean
590,L2_arctic_WAV/YDCK_arctic_b0355,dh eh r w ah z p r aa p er d ih v ih zh ah n ah v l ey b er ih n dh ah w er k dh ey ih n d ih v ih jh uw ah l iy p er f ao r m d,d eh r w ah s p r aa p er d ih v iy z ah n ah v l ey b er ih n d ah w er k d ey iy n d ih v ih jh uw ah l iy p er f ow m t,YDCK,Korean
591,L2_arctic_WAV/YDCK_arctic_b0386,m ay ay d iy ah w ah z dh ae t hh iy w uh d hh ae v m ao r ih n f l uw ah n s ow v er dh ah n ey t ih v z,m ay ay d iy er w ah s d ae t hh iy uh d hh ae v m ao r iy n f l uw ah n s ow v er d ah n ey t ih p s,YDCK,Korean
592,L2_arctic_WAV/YDCK_arctic_b0425,dh eh r w er ao r ih n jh g r iy n g ow l d g r iy n ae n d ah k aa p er r g r iy n,d eh r w er ao r ih n s g r iy n g ow l d g r iy n ae n d ah k uw p ao r g r iy n,YDCK,Korean
593,L2_arctic_WAV/YDCK_arctic_b0469,v eh r iy f y uw p iy p ah l n y uw ah v dh iy ih g z ih s t ah n s ah v dh ih s l ao,v eh r iy f y uw p iy p ah l n y uw ah v d iy ih g jh ih s t ah n s ah v d iy s l ao,YDCK,Korean
594,L2_arctic_WAV/YDCK_arctic_b0503,dh ah s eh n t s ah v s t r ey n jh v eh jh ah t ey sh ah n b l uw ao f dh ah t r aa p ih k l ae n d,d ah s eh n t s ah v s t r ey n jh v eh jh ah t ey sh ah n b l uw ao f d ah t r aa p ih k l ae n t,YDCK,Korean
595,L2_arctic_WAV/YDCK_arctic_b0518,b ah t dh eh r w ah z ao l s ow t ao k ah v w ih ch k r ae f t ih n dh ah v ih l ih jh,b ah t d eh r w ah s ao l s ow t ao k ah v w iy ch k r ae p t ih n d ah v ih l ih jh,YDCK,Korean
596,L2_arctic_WAV/YDCK_arctic_b0530,hh iy hh ae d ah b ih g ch ih m p ae n z iy dh ah t w ao z ah w ih n er,hh iy hh ae d ah b iy k ch ih m p ae n jh iy d ah t w ao s ah w iy n er,YDCK,Korean
597,L2_arctic_WAV/THV_arctic_b0106,ao r ah f uh l m ih n ah t dh ah t uw m eh n s t eh r d ih n uw iy ch ah dh er z f ey s,ao ah f uw m iy n ih t dh ah t uw w eh n s t eh r d ih n uw ih sh ao dh ah f ey,THV,Vietnamese
598,L2_arctic_WAV/YBAA_arctic_a0062,dh iy m eh n s t eh r d ih n t uw iy ah dh er z f ey s,dh iy m ih n s t ih r d ih n t uw iy ah dh er z f eh s,YBAA,Arabic
599,L2_arctic_WAV/NCC_arctic_a0003,f r er dh ah t w eh n t iy ah th t ay m dh ae t iy v n ih ng dh ah t uw m eh n sh uh k hh ae n z,f r er d ah t w eh n t iy ah th t ay m d ae t iy v l ih ng d ah t uw m eh n sh uh k hh ae n s,NCC,Mandarin
600,L2_arctic_WAV/NCC_arctic_a0005,w ih l w iy eh v er f er g eh t ih t,w ih w w iy eh v er f er g eh t ih t,NCC,Mandarin
601,L2_arctic_WAV/NCC_arctic_a0006,g aa d b l eh s ah m ay hh ow p ay l g ow aa n s iy ih ng dh eh m f er eh v er,g aa d b l eh s ah m ay hh ow p ay l g ow aa n s iy ih ng d eh m f er eh v er,NCC,Mandarin
602,L2_arctic_WAV/NCC_arctic_a0007,ae n d y uw ao l w iy z w aa n t t ih s iy ih t ih n dh ah s uh p er l ah t ih v d ih g r iy,ae n d y uw ao w iy s w aa n t t ih s iy ih t ih n d ah s uh p er l ey t ih v d ih g r iy,NCC,Mandarin
603,L2_arctic_WAV/NCC_arctic_a0008,g ae d y ao r l eh t er k ey m jh ah s t ih n t ay m,g ae d y ao r l eh t er k ey m jh ah s t ih ng t ay m,NCC,Mandarin
604,L2_arctic_WAV/NCC_arctic_a0010,ay m p l ey ih ng ah s ih ng g ah l hh ae n d ih n w ah t l uh k s l ay k ah l uw z ih ng g ey m,ay m p l ey ih ng ah s ih ng g ah w hh ae n d ih n w ah t l uh k s l ay k ah l uw z ih ng g ey m,NCC,Mandarin
605,L2_arctic_WAV/NCC_arctic_a0011,ih f ay eh v er n iy d ih d ah f ay t er ih n m ay l ay f ay n iy d w ah n n aw,ih f ay eh v er n iy d ih d ah f ay t er ih n m ay l ay f ay n iy d w ah n n aw,NCC,Mandarin
606,L2_arctic_WAV/NCC_arctic_a0013,hh iy w ah z ah hh eh d sh ao r t er dh ae n hh ih z k ah m p ae n y ah n ah v ao l m ow s t d eh l ah k ah t f ah z iy k,hh iy w ah z ah hh eh d sh ao r t er dh ae n hh ih z k ah m p ae n y ah n ao v ao l m ow s t d eh l ah k ey t f ah z ih k,NCC,Mandarin
607,L2_arctic_WAV/NCC_arctic_a0018,dh eh r w ah z ah ch ey n jh n aw,d eh r w ah z ah ch ey n jh n aw,NCC,Mandarin
608,L2_arctic_WAV/NCC_arctic_a0019,ay f aa l ow d dh ah l ay n ah v dh ah p r ah p ow z d r ey l r ow d l uh k ih ng f ao r ch ae n s ih z,ay f aa l ow d ah d ah l ay n ah v d ah p r ah p ow z d r ey w r ow d l uh k ih ng f ao r ch ae n s ih s,NCC,Mandarin
609,L2_arctic_WAV/NCC_arctic_a0020,k l ah b z ae n d b ao l z ae n d s ih t iy z g r uw t uw b iy ow n l iy m eh m er iy z,k l ae b s ae n d b ao s ae n d s ih l iy s g r uw t uw b iy ow ng l iy m eh m er iy z,NCC,Mandarin
610,L2_arctic_WAV/NCC_arctic_a0021,ih t f eh r l iy k l ah b d m iy ih n t uw r eh k ah g n ay z ih ng ih t,ih t f eh r l iy k l aa b d m iy ih n t uw r eh k ao g n ay z ih ng ih t,NCC,Mandarin
611,L2_arctic_WAV/NCC_arctic_a0022,hh aa r d l iy w er aa r p l ae n z m ey d p ah b l ih k b iy f ao r w iy w er m eh t b ay p aw er f ah l aa p ah z ih sh ah n,hh aa r d ah l iy w er aa r p l ae n s m ey d p aa b l ih k b iy f ao r w iy w er m eh t b ay p aw er f ah l aa p ah z ih sh ah n,NCC,Mandarin
612,L2_arctic_WAV/NCC_arctic_a0023,ah k aa m b ah n ey sh ah n ah v k ah n ey d iy ah n k ae p ah t ah l k w ih k l iy ao r g ah n ay z d ae n d p ah t ih sh ah n d f ao r dh ah s ey m p r ih v ih l ih jh ih z,ah k aa m b ah n ey sh ah n ah v k ah l ey d iy ah n k ae p ah t ah w k w ih k l iy ao r g ah n ay s t ae n d p ah t ih sh ah n d f ao r d ah s ih m p r ih v ih l ih jh ih s,NCC,Mandarin
613,L2_arctic_WAV/NCC_arctic_a0024,ih t w ah z m ay r ih p ao r t s f r ah m dh ah n ao r th w ih ch ch iy f l iy ih n d uw s t p iy p ah l t uw b ay,ih t w ah z m ay r ih p ao r t s f r ah n d ah n ao r th w ih ch ch ih f l iy ih n d uw s t p iy p ah t uw b ay,NCC,Mandarin
614,L2_arctic_WAV/NCC_arctic_a0025,ay w ah z ah b aw t t ih d uw dh ih s hh w eh n k uw l er jh ah jh m ah n t p r ih v ey l d,ay w ah z ah b aw t t ih d uw d ih s hh w eh n k uw d er jh ah jh m ah n t p r ih v ey l t,NCC,Mandarin
615,L2_arctic_WAV/NCC_arctic_a0026,ih t ah k er d t ih m iy dh ae t dh eh r w uh d hh ae v t uw b iy ae n ah k aw n t ih ng,ih t ah k er d t ih m iy d ae t dh eh r uh d hh ae v t uw b iy ae n ah k ao n t ih ng,NCC,Mandarin
616,L2_arctic_WAV/NCC_arctic_a0027,t uw m ay s ah p r ay z hh iy b iy g ae n t uw sh ow ae k sh ah l ih n th uw z iy ae z ah m ih n m ay f ey v er,t uw m ay s ah p r ay z hh iy b iy g ae n t uw sh ow ae k sh ah w ih n s uw d iy ae z ah m ih n m ay f ey v er,NCC,Mandarin
617,L2_arctic_WAV/NCC_arctic_a0028,r aa b er iy b r ay b er iy f r ao d,r aa b er iy b r ay b er iy f r ao d,NCC,Mandarin
618,L2_arctic_WAV/NCC_arctic_a0029,dh eh r f ao r s ih z w er ao l r eh d iy m uw v ih ng ih n t uw dh iy n ao r th k ah n t r iy,d eh r f ao r s ih s w er ao l r eh d iy m uw v ih ng ih n t uw d iy n ao r t k aa n t r iy,NCC,Mandarin
619,L2_arctic_WAV/NCC_arctic_a0030,ay hh ae d f ey th ih n dh ah m,ay hh ae d f ey t ih n dh ah m,NCC,Mandarin
620,L2_arctic_WAV/NCC_arctic_a0031,dh ey w er th r iy hh ah n d r ah d y aa r d z ah p aa r t,d ey w er th r iy hh ah n d r ey y aa r d s ah p aa r t,NCC,Mandarin
621,L2_arctic_WAV/NCC_arctic_a0032,s ih n s dh eh n s ah m m ih s t ih r iy ah s f ao r s hh ae z b ih n f ay t ih ng ah s ae t eh v r iy s t eh p,s iy n s d eh ng s ah m m ih s t ih r iy ah s f ao r s hh ae z b iy n f ay t ih ng ah s ae t eh v r iy s t eh p,NCC,Mandarin
622,L2_arctic_WAV/NCC_arctic_a0036,sh iy t er n d ih n ae t dh ah hh ow t eh l,sh iy t er n d iy ng ae t l ah hh ow t eh w,NCC,Mandarin
623,L2_arctic_WAV/NCC_arctic_a0037,ay w ah z dh ah ow n l iy w ah n hh uw r ih m ey n d s iy t ih ng,ay w ah z d ah ow n l iy w ah ng hh uw r ih m ey n d s ih t ih ng,NCC,Mandarin
624,L2_arctic_WAV/NCC_arctic_a0038,w ih l hh ae v t uw w aa ch aa r ch ae n s ih z,w ih w hh ae v t uw w ah ch aa r ch ae n s ih s,NCC,Mandarin
625,L2_arctic_WAV/NCC_arctic_a0039,dh ah sh ih p sh uh d b iy ih n w ih th ih n ah w iy k ao r t eh n d ey z,d ah sh ih p sh uh d b iy iy ng w ih th iy ng ah w iy k ao r t eh n d ey s,NCC,Mandarin
626,L2_arctic_WAV/NCC_arctic_a0040,ay s ah p ow z y uw w ah n d er w ay sh iy ih z k ah m ih ng ah p hh iy r,ay s ah p ow z y uw w ah n d er w ay sh iy ih z k ah m iy ng ah p hh iy r,NCC,Mandarin
627,L2_arctic_WAV/NCC_arctic_a0041,m iy n w ay l ay l g ow aw t t uw b r iy dh ah s p eh l,m iy ng w ay w ay w g ow aw t t uw b r eh dh ah s p eh w,NCC,Mandarin
628,L2_arctic_WAV/NCC_arctic_a0042,hh aw k uh d hh iy ih k s p l ey n hh ih z p ah z eh sh ah n ah v dh ah s k eh ch,hh aw k uh d hh iy ih k s p r ey n hh ih z p ah z eh sh ah n ah v dh ah s k eh ch,NCC,Mandarin
629,L2_arctic_WAV/NCC_arctic_a0045,hh iy m uw v d ah w ey ae z k w ay ah t l iy ae z hh iy hh ae d k ah m,hh iy m uw v d ah w ey ae s k w ih k l iy ae z hh iy hh ae d k ah m,NCC,Mandarin
630,L2_arctic_WAV/NCC_arctic_a0046,dh ah g er l f ey s t hh ih m hh er ay z sh ay n ih ng w ih th s ah d ah n f ih r,d ah g er l f eh s t hh ih m hh er ay z sh ih n ih ng w ih s s ah d ah n f ih r,NCC,Mandarin
631,L2_arctic_WAV/NCC_arctic_a0047,k l ow s b iy s ay d hh ih m g l iy m d dh ah w ay t f ae ng z ah v dh ah w uh l f d ao g,k r ow s b iy s ay d hh ih m g l iy m d d ah w ay t f ae ng z ah v d ah uh l f d ao k,NCC,Mandarin
632,L2_arctic_WAV/NCC_arctic_a0048,hh iy l uh k t ae t dh ah hh ae ng k er ch ih f m ao r k l ow s l iy,hh iy l uh k t ae t d ah hh ae ng k er ch ih f m ao r k l ow s l iy,NCC,Mandarin
633,L2_arctic_WAV/NCC_arctic_a0051,dh ah l ey s w ao z ah v ah d eh l ah k ah t ay v er iy k ah l er f ey n t l iy t ih n t ih d w ih th y eh l ow,d ah l ae s w ao z ah v ah d eh l ah k ey t ay v er iy k ah l er f ey n t ah l iy t iy ng t w ih s y eh l ow,NCC,Mandarin
634,L2_arctic_WAV/NCC_arctic_a0052,ih t w ah z ah k y uh r iy ah s k ow ih n s ih d ah n s,ih t w ah z ah k y uh r ah s k ow ih n s ih d ah n s,NCC,Mandarin
635,L2_arctic_WAV/NCC_arctic_a0053,s ah d ah n l iy hh ih z f ih ng g er z k l ow z d t ay t l iy ow v er dh ah hh ae ng k er ch iy f,s er t ah n iy hh ih z f ih ng g er z k r ow z d t aa t l iy ow v er d ah hh ae ng k er ch iy f,NCC,Mandarin
636,L2_arctic_WAV/NCC_arctic_a0054,dh eh r w ah z n ah th ih ng aa n dh ah r aa k,d eh r w ah z n ah t ih ng aa n d ah r ow k,NCC,Mandarin
637,L2_arctic_WAV/NCC_arctic_a0058,ay k ey m f ao r ih n f er m ey sh ah n m ao r aw t ah v k y uh r iy aa s ah t iy dh ae n eh n iy th ih ng eh l s,ay k ey m f ao r ih n f er m ey sh ah n m ao r aw t ah v k y uh r iy eh s ah t iy d ae n eh n iy t ih ng eh l s,NCC,Mandarin
638,L2_arctic_WAV/NCC_arctic_a0059,hh ih z ih m ae k y uw l ih t ah p ih r ah n s w ah z g ao n,hh ih s iy m ae k y uw l ey t ah p ih r ah n s w ah s g ao n,NCC,Mandarin
639,L2_arctic_WAV/NCC_arctic_a0060,eh n iy w ey n ow w ah n s ao hh er l ay k dh ae t,eh n iy w ey n ow w ah n s ao hh er l ay k d ae t,NCC,Mandarin
640,L2_arctic_WAV/NCC_arctic_a0062,dh ah m eh n s t eh r d ih n t uw iy ch ah dh er z f ey s,d ah m eh n s t eh r d ih n t uw iy ch ah dh er s f ey s,NCC,Mandarin
641,L2_arctic_WAV/NCC_arctic_a0063,y eh s ih t w ao z ah m ae n hh uw ae s k t ah s t r ey n jh er,y eh s ih t w ao s ah m ae n hh uw aa s k t ah s t r ey n jh er,NCC,Mandarin
642,L2_arctic_WAV/NCC_arctic_a0064,dh ah f ao r th ae n d f ih f th d ey z p ae s t w ih th aw t eh n iy d ih v eh l ah p m ah n t s,d ah f ao r th ae n d f ih f d ey p aa s t w ih t aw t eh n iy d ih v eh l ah p m ah n t s,NCC,Mandarin
643,L2_arctic_WAV/NCC_arctic_a0065,dh ey k l ow z d n aw ah n t ih l hh ih z f ih ng g er z w er l ay k k ao r d z ah v s t iy l,d ey k l ow s t n aw ah n t ih w hh ih z f iy ng g er s w er l ay k k ao r d z ah v s t ih w,NCC,Mandarin
644,L2_arctic_WAV/NCC_arctic_a0067,sh uh r l iy ay w ih l ih k s k y uw z y uw sh iy k r ay d,sh uh r l iy ay w ih w ih k s k y uw s y uw sh iy k r ay t,NCC,Mandarin
645,L2_arctic_WAV/NCC_arctic_a0071,hh w ah t w ah z dh ah aa b jh eh k t ah v y ao r l ih t ah l s eh n s ey sh ah n,hh w ah t w ah z d ah aa b jh eh k t ah v y ao r l iy t ah w s eh n s ey sh ah n,NCC,Mandarin
646,L2_arctic_WAV/NCC_arctic_a0073,dh ah p r ah m ow t er z ay z w er hh eh v iy w ih dh l ih t ah l p ah f iy b ae g z ah n d er dh eh m,d ah p r ah m ow t er z ay s w er hh eh v iy w iy d l iy t ah w p ah f iy b ae g s ah n d er d eh m,NCC,Mandarin
647,L2_arctic_WAV/NCC_arctic_a0075,dh eh r hh ae z b ih n ah ch ey n jh sh iy ih n t er ah p t ih d hh ih m,d eh r hh ae z b iy ng ah ch ey n jh sh iy ih n t er ah p t ih d hh ih m,NCC,Mandarin
648,L2_arctic_WAV/NCC_arctic_a0076,dh ah g r ey ay z f aa l t er d dh ah f l ah sh d iy p ah n d,d ah g r ey ay s f ae w t er d d ah f l ah sh d iy p ah n d,NCC,Mandarin
649,L2_arctic_WAV/NCC_arctic_a0077,ih t ih z dh ah f ay er p aa r t l iy sh iy s eh d,ih t ih z d ah f ay er p aa r t l iy sh iy s eh d,NCC,Mandarin
650,L2_arctic_WAV/NCC_arctic_a0078,dh eh n ae n d ae t s ah p er hh iy t r ay d t uw f ae dh ah m hh er,d eh n ae n d ae t s uh p er hh iy t r ay d t uw f ae th ah m hh er,NCC,Mandarin
651,L2_arctic_WAV/NCC_arctic_a0079,ih t w ah z ah l aa r jh k ah n uw,ih t w ah z ah l aa r jh k ae n uw,NCC,Mandarin
652,L2_arctic_WAV/NCC_arctic_a0081,hh w ah t ih f sh iy d ih d n aa t k ah m t uw dh ah r aa k,hh w ah t ih f sh iy d ih d n aa t k ah m t uw d ah r aa k,NCC,Mandarin
653,L2_arctic_WAV/NCC_arctic_a0082,hh ih z f ey s w ah z s t r iy m ih ng w ih th b l ah d,hh ih z f ey s w ah z s t r iy m ih ng w ih s b l ah d,NCC,Mandarin
654,L2_arctic_WAV/NCC_arctic_a0085,ah t r ih k ah l ah v f r eh sh b l ah d r ae n ow v er hh ih z f ey s,ah t r ih k ah w ah v f l ae sh b l ah d r ae ng ow v er hh ih z f ey s,NCC,Mandarin
655,L2_arctic_WAV/NCC_arctic_a0086,d eh th hh ae d k ah m w ih th t eh r ah b ah l s ah d ah n n ah s,d eh s hh ae d k ah m w ih s t eh r ah b ah w s er d ah n n ah s,NCC,Mandarin
656,L2_arctic_WAV/NCC_arctic_a0088,hh iy m ey d sh uh r dh ae t dh ah m ae g ah z iy n w ah z l ow d ih d ae n d r iy z uw m d hh ih z p ae d ah l ih ng,hh iy m ey d sh uh r d ae t d ah m ae g ah s iy n w ah z l ow d ih d ae n d r iy s uw m d hh ih s p ae d ah l ih ng,NCC,Mandarin
657,L2_arctic_WAV/NCC_arctic_a0089,dh ah n ay t g l ow w ao z t r eh ch er ah s t uw sh uw t b ay,d ah n aa t g l ow w ao s t r eh ch er ah s t uw sh uw t b ay,NCC,Mandarin
658,L2_arctic_WAV/NCC_arctic_a0090,dh ah s ih ng ih ng v oy s ah p r ow ch t r ae p ah d l iy,d ah s ih ng w oy s ah p r ow ch t r ae p ah d l iy,NCC,Mandarin
659,L2_arctic_WAV/NCC_arctic_a0091,hh ih z b l ah d g r uw hh aa t w ih th r ey jh ae t dh ah th ao t,hh ih s b l ah d g r uw hh aa t w ih s r ae d ae t d ah th ao t,NCC,Mandarin
660,L2_arctic_WAV/NCC_arctic_a0092,hh iy w eh n t d aw n ih n m ih d s t r iy m s er ch ih ng dh ah sh ae d ow z ah v b ow th sh ao r z,hh iy w eh n t d aw n ih n m ih d s t r iy m s er ch ih ng d ah sh ae l ow s ah v b ow th sh ao r s,NCC,Mandarin
661,L2_arctic_WAV/NCC_arctic_a0093,f ao r ah f uh l m ih n ah t hh iy k r aw ch t ae n d l ih s ah n d,f ao r ah f uh w m ih n ah t hh iy k r aa n ch t ae n d ah l eh s ah n d,NCC,Mandarin
662,L2_arctic_WAV/NCC_arctic_a0094,hh iy hh ae d b eh r l iy eh n t er d dh ih s hh w eh n hh iy s ao dh ah g l ow ah v ah f ay r,hh iy hh ae d b eh r l iy eh n t er d d ih s hh w eh n hh iy s ao d ah g l ow ah v ah f ay r,NCC,Mandarin
663,L2_arctic_WAV/NCC_arctic_a0095,ah b ih g k ae n v ah s t eh n t w ao z dh ah f er s t th ih ng t uw k ah m w ih th ih n hh ih z v ih zh ah n,ah b ih g k ae n v ah s t eh n t w ao z d ah f er s t th ih ng t uw k ah m w ih t iy ng hh ih z v ih zh ah n,NCC,Mandarin
664,L2_arctic_WAV/NCC_arctic_a0096,p er hh ae p s sh iy hh ae d ao l r eh d iy m eh t hh er f ey t ah l ih t ah l d iy p er ih n dh ah f ao r ah s t,p er hh ae p s sh iy hh ae d ao r eh d iy m eh t hh er f ey t ah l iy t ah d iy p er ih n d ah f ao r ah s t,NCC,Mandarin
665,L2_arctic_WAV/NCC_arctic_a0097,dh eh n y uw k ae n er ey n jh y er s eh l f k ah m f er t ah b l iy ah m ah ng dh iy z r ow b z ih n dh ah b ow,d eh ng y uw k ae ng er ae n jh y er s eh l f k ah m f er t ah b l iy ah m ah n d iy z r ow p s iy ng d ah b ow,NCC,Mandarin
666,L2_arctic_WAV/NCC_arctic_a0098,sh ae l ay k eh r iy y uw,sh ae ay k eh r iy y uw,NCC,Mandarin
667,L2_arctic_WAV/NCC_arctic_a0099,ah m ae d ah n ih ng jh oy p aw n d ih d ih n hh ih z b r ey n,ah m ae n d ah l ih ng jh oy p aw n d ih d iy ng hh ih s b r ey ng,NCC,Mandarin
668,L2_arctic_WAV/NCC_arctic_a0100,y uw m ah s t s l iy p hh iy er jh d,y uw m ah s t s l iy p hh iy er jh d,NCC,Mandarin
669,L2_arctic_WAV/NCC_arctic_a0101,y uw y uw w uh d n aa t k iy p dh ah t r uw th f r ah m m iy,y uw y uw uh d n aa t k iy p d ah t r uw s f r ah m m iy,NCC,Mandarin
670,L2_arctic_WAV/NCC_arctic_a0102,hh iy w ih l f aa l ow ah s s uw n,hh iy w ih w f aa l ow ah s s uw n,NCC,Mandarin
671,L2_arctic_WAV/NCC_arctic_a0103,b ah t dh eh r k ey m n ow p r aa m ah s f r ah m dh ah b ow ah v dh ah k ah n uw,b ah t d eh r k ey m n ow p r aa m ah s f r ah n d ah b ow ah v d ah k ao n uw,NCC,Mandarin
